tool_tested,persona,num_choices,llm_choice,correct_choice,is_correct
list_saved_queries,problem_oriented,2000,list_saved_queries,list_saved_queries,1
list_saved_queries,category_aware,2000,list_saved_queries,list_saved_queries,1
list_saved_queries,function_specific,2000,list_saved_queries,list_saved_queries,1
list_saved_queries,goal_oriented,2000,list_saved_queries,list_saved_queries,1
list_saved_queries,tool_explicit,2000,list_saved_queries,list_saved_queries,1
run_query,problem_oriented,2000,aggregate-logs,run_query,0
run_query,goal_oriented,2000,generate_sql,run_query,0
run_query,category_aware,2000,run_query,run_query,1
run_query,function_specific,2000,run_query,run_query,1
run_saved_query,problem_oriented,2000,Prompts Management,run_saved_query,0
run_query,tool_explicit,2000,run_query,run_query,1
run_saved_query,goal_oriented,2000,run_saved_query,run_saved_query,1
run_saved_query,category_aware,2000,run_saved_query,run_saved_query,1
run_saved_query,function_specific,2000,run_saved_query,run_saved_query,1
run_saved_query,tool_explicit,2000,run_saved_query,run_saved_query,1
get_bedrock_daily_usage_stats,goal_oriented,2000,get_bedrock_daily_usage_stats,get_bedrock_daily_usage_stats,1
get_bedrock_daily_usage_stats,problem_oriented,2000,Generate Cost Reports and Insights,get_bedrock_daily_usage_stats,0
get_bedrock_daily_usage_stats,category_aware,2000,API_FAILURE,get_bedrock_daily_usage_stats,0
get_bedrock_daily_usage_stats,function_specific,2000,API_FAILURE,get_bedrock_daily_usage_stats,0
get_bedrock_daily_usage_stats,tool_explicit,2000,API_FAILURE,get_bedrock_daily_usage_stats,0
get_bedrock_hourly_usage_stats,problem_oriented,2000,API_FAILURE,get_bedrock_hourly_usage_stats,0
get_bedrock_hourly_usage_stats,goal_oriented,2000,Generate Cost Reports and Insights,get_bedrock_hourly_usage_stats,0
get_bedrock_hourly_usage_stats,category_aware,2000,get_bedrock_hourly_usage_stats,get_bedrock_hourly_usage_stats,1
get_bedrock_hourly_usage_stats,tool_explicit,2000,get_bedrock_hourly_usage_stats,get_bedrock_hourly_usage_stats,1
get_bedrock_hourly_usage_stats,function_specific,2000,get_bedrock_hourly_usage_stats,get_bedrock_hourly_usage_stats,1
get_detailed_breakdown_by_day,problem_oriented,2000,Generate Cost Reports and Insights,get_detailed_breakdown_by_day,0
get_detailed_breakdown_by_day,category_aware,2000,Generate Cost Reports and Insights,get_detailed_breakdown_by_day,0
get_detailed_breakdown_by_day,goal_oriented,2000,Generate Cost Reports and Insights,get_detailed_breakdown_by_day,0
get_detailed_breakdown_by_day,function_specific,2000,Generate Cost Reports and Insights,get_detailed_breakdown_by_day,0
get_ec2_spend_last_day,problem_oriented,2000,Generate Cost Reports and Insights,get_ec2_spend_last_day,0
get_detailed_breakdown_by_day,tool_explicit,2000,get_detailed_breakdown_by_day,get_detailed_breakdown_by_day,1
get_ec2_spend_last_day,category_aware,2000,Generate Cost Reports and Insights,get_ec2_spend_last_day,0
get_ec2_spend_last_day,goal_oriented,2000,Generate Cost Reports and Insights,get_ec2_spend_last_day,0
get_ec2_spend_last_day,tool_explicit,2000,get_ec2_spend_last_day,get_ec2_spend_last_day,1
get_ec2_spend_last_day,function_specific,2000,Generate Cost Reports and Insights,get_ec2_spend_last_day,0
retrieve_from_aws_kb,problem_oriented,2000,Prompt LLM Conversation,retrieve_from_aws_kb,0
retrieve_from_aws_kb,goal_oriented,2000,Generate Cost Reports and Insights,retrieve_from_aws_kb,0
retrieve_from_aws_kb,category_aware,2000,retrieve_from_aws_kb,retrieve_from_aws_kb,1
retrieve_from_aws_kb,function_specific,2000,retrieve_from_aws_kb,retrieve_from_aws_kb,1
aws_resources_query_or_modify,problem_oriented,2000,aws_resources_query_or_modify,aws_resources_query_or_modify,1
retrieve_from_aws_kb,tool_explicit,2000,retrieve_from_aws_kb,retrieve_from_aws_kb,1
aws_resources_query_or_modify,goal_oriented,2000,aws_resources_query_or_modify,aws_resources_query_or_modify,1
aws_resources_query_or_modify,tool_explicit,2000,aws_resources_query_or_modify,aws_resources_query_or_modify,1
aws_resources_query_or_modify,category_aware,2000,aws_resources_query_or_modify,aws_resources_query_or_modify,1
aws_resources_query_or_modify,function_specific,2000,aws_resources_query_or_modify,aws_resources_query_or_modify,1
GetObject,problem_oriented,2000,GetObject,GetObject,1
GetObject,category_aware,2000,GetObject,GetObject,1
GetObject,goal_oriented,2000,filesystem,GetObject,0
GetObject,function_specific,2000,GetObject,GetObject,1
GetObject,tool_explicit,2000,GetObject,GetObject,1
ListBuckets,goal_oriented,2000,s3_bucket_list,ListBuckets,0
ListBuckets,problem_oriented,2000,s3_bucket_list,ListBuckets,0
ListBuckets,function_specific,2000,s3_bucket_list,ListBuckets,0
ListBuckets,category_aware,2000,s3_bucket_list,ListBuckets,0
ListBuckets,tool_explicit,2000,s3_bucket_list,ListBuckets,0
ListObjectsV2,goal_oriented,2000,s3_bucket_list,ListObjectsV2,0
ListObjectsV2,category_aware,2000,s3_object_list,ListObjectsV2,0
ListObjectsV2,problem_oriented,2000,list_internal_knowledge_systems,ListObjectsV2,0
ListObjectsV2,function_specific,2000,s3_object_list,ListObjectsV2,0
ListObjectsV2,tool_explicit,2000,ListObjectsV2,ListObjectsV2,1
extract-web-data,goal_oriented,2000,webpage-to-markdown,extract-web-data,0
extract-web-data,problem_oriented,2000,webpage-to-markdown,extract-web-data,0
extract-web-data,category_aware,2000,extract_structured_data,extract-web-data,0
extract-web-data,function_specific,2000,extract-web-data,extract-web-data,1
airbnb_listing_details,problem_oriented,2000,airbnb_listing_details,airbnb_listing_details,1
extract-web-data,tool_explicit,2000,extract-web-data,extract-web-data,1
airbnb_listing_details,goal_oriented,2000,airbnb_listing_details,airbnb_listing_details,1
airbnb_listing_details,category_aware,2000,airbnb_listing_details,airbnb_listing_details,1
airbnb_listing_details,function_specific,2000,airbnb_listing_details,airbnb_listing_details,1
airbnb_search,goal_oriented,2000,airbnb_search,airbnb_search,1
airbnb_search,problem_oriented,2000,airbnb_search,airbnb_search,1
airbnb_listing_details,tool_explicit,2000,airbnb_listing_details,airbnb_listing_details,1
airbnb_search,function_specific,2000,airbnb_search,airbnb_search,1
airbnb_search,category_aware,2000,airbnb_search,airbnb_search,1
Clear DAG Run,problem_oriented,2000,Delete DAG Run,Clear DAG Run,0
airbnb_search,tool_explicit,2000,airbnb_search,airbnb_search,1
Clear DAG Run,goal_oriented,2000,Clear DAG Run,Clear DAG Run,1
Clear DAG Run,function_specific,2000,Delete DAG Run,Clear DAG Run,0
Clear DAG Run,tool_explicit,2000,Clear DAG Run,Clear DAG Run,1
Clear DAG Run,category_aware,2000,Delete DAG Run,Clear DAG Run,0
Clear Task Instances,problem_oriented,2000,Clear Task Instances,Clear Task Instances,1
Clear Task Instances,goal_oriented,2000,Set Task Instances State,Clear Task Instances,0
Clear Task Instances,category_aware,2000,Clear Task Instances,Clear Task Instances,1
Clear Task Instances,function_specific,2000,Clear Task Instances,Clear Task Instances,1
Create Connection,problem_oriented,2000,Prompt LLM Conversation,Create Connection,0
Clear Task Instances,tool_explicit,2000,Clear Task Instances,Clear Task Instances,1
Create Connection,goal_oriented,2000,Create Connection,Create Connection,1
Create Connection,category_aware,2000,Create Connection,Create Connection,1
Create Connection,tool_explicit,2000,Create Connection,Create Connection,1
Create DAG Run,problem_oriented,2000,list_tasks,Create DAG Run,0
Create Connection,function_specific,2000,Create Connection,Create Connection,1
Create DAG Run,goal_oriented,2000,Create DAG Run,Create DAG Run,1
Create DAG Run,category_aware,2000,Create DAG Run,Create DAG Run,1
Create DAG Run,function_specific,2000,Create DAG Run,Create DAG Run,1
Create DAG Run,tool_explicit,2000,Create DAG Run,Create DAG Run,1
Create Dataset Event,problem_oriented,2000,Prompt LLM Conversation,Create Dataset Event,0
Create Dataset Event,goal_oriented,2000,create-dataset,Create Dataset Event,0
Create Dataset Event,function_specific,2000,Create Dataset Event,Create Dataset Event,1
Create Dataset Event,category_aware,2000,Create Dataset Event,Create Dataset Event,1
Create Dataset Event,tool_explicit,2000,Create Dataset Event,Create Dataset Event,1
Create Pool,problem_oriented,2000,Projects/Workspaces Management,Create Pool,0
Create Pool,goal_oriented,2000,API_FAILURE,Create Pool,0
Create Pool,category_aware,2000,API_FAILURE,Create Pool,0
Create Pool,function_specific,2000,API_FAILURE,Create Pool,0
Create Pool,tool_explicit,2000,API_FAILURE,Create Pool,0
Create Variable,problem_oriented,2000,write_file,Create Variable,0
Create Variable,category_aware,2000,create_variable,Create Variable,0
Create Variable,goal_oriented,2000,Create Variable,Create Variable,1
Create Variable,function_specific,2000,create_variable,Create Variable,0
Create Variable,tool_explicit,2000,create_variable,Create Variable,0
Delete Connection,goal_oriented,2000,Delete Connection,Delete Connection,1
Delete Connection,problem_oriented,2000,Delete Connection,Delete Connection,1
Delete Connection,category_aware,2000,Delete Connection,Delete Connection,1
Delete Connection,function_specific,2000,Delete Connection,Delete Connection,1
Delete Connection,tool_explicit,2000,Delete Connection,Delete Connection,1
Delete DAG,problem_oriented,2000,workflow_delete,Delete DAG,0
Delete DAG,category_aware,2000,Delete DAG,Delete DAG,1
Delete DAG,goal_oriented,2000,Delete DAG,Delete DAG,1
Delete DAG,tool_explicit,2000,Delete DAG,Delete DAG,1
Delete DAG,function_specific,2000,Delete DAG,Delete DAG,1
Delete DAG Dataset Queued Event,problem_oriented,2000,pg_locks,Delete DAG Dataset Queued Event,0
Delete DAG Dataset Queued Event,category_aware,2000,Delete DAG Dataset Queued Event,Delete DAG Dataset Queued Event,1
Delete DAG Dataset Queued Event,goal_oriented,2000,Delete DAG Dataset Queued Event,Delete DAG Dataset Queued Event,1
Delete DAG Dataset Queued Event,function_specific,2000,Delete DAG Dataset Queued Event,Delete DAG Dataset Queued Event,1
Delete DAG Dataset Queued Event,tool_explicit,2000,Delete DAG Dataset Queued Event,Delete DAG Dataset Queued Event,1
Delete DAG Dataset Queued Events,problem_oriented,2000,smart_search_internal_knowledge,Delete DAG Dataset Queued Events,0
Delete DAG Dataset Queued Events,goal_oriented,2000,Delete DAG Dataset Queued Events,Delete DAG Dataset Queued Events,1
Delete DAG Dataset Queued Events,category_aware,2000,Delete DAG Dataset Queued Event,Delete DAG Dataset Queued Events,0
Delete DAG Dataset Queued Events,function_specific,2000,Delete DAG Dataset Queued Events,Delete DAG Dataset Queued Events,1
Delete DAG Run,problem_oriented,2000,workflow_delete,Delete DAG Run,0
Delete DAG Dataset Queued Events,tool_explicit,2000,Delete DAG Dataset Queued Events,Delete DAG Dataset Queued Events,1
Delete DAG Run,category_aware,2000,Delete DAG Run,Delete DAG Run,1
Delete DAG Run,goal_oriented,2000,Delete DAG Run,Delete DAG Run,1
Delete DAG Run,tool_explicit,2000,Delete DAG Run,Delete DAG Run,1
Delete DAG Run,function_specific,2000,Delete DAG Run,Delete DAG Run,1
Delete Dataset Queued Events,problem_oriented,2000,Delete Dataset Queued Events,Delete Dataset Queued Events,1
Delete Dataset Queued Events,category_aware,2000,Delete DAG Dataset Queued Events,Delete Dataset Queued Events,0
Delete Dataset Queued Events,function_specific,2000,Delete Dataset Queued Events,Delete Dataset Queued Events,1
Delete Dataset Queued Events,goal_oriented,2000,Delete Dataset Queued Events,Delete Dataset Queued Events,1
Delete Dataset Queued Events,tool_explicit,2000,Delete Dataset Queued Events,Delete Dataset Queued Events,1
Delete Pool,problem_oriented,2000,search_ai_agent,Delete Pool,0
Delete Pool,function_specific,2000,Delete Pool,Delete Pool,1
Delete Pool,category_aware,2000,delete_project,Delete Pool,0
Delete Pool,goal_oriented,2000,Delete Pool,Delete Pool,1
Delete Pool,tool_explicit,2000,Delete Pool,Delete Pool,1
Delete Variable,category_aware,2000,Delete Variable,Delete Variable,1
Delete Variable,problem_oriented,2000,set_privacy_settings,Delete Variable,0
Delete Variable,goal_oriented,2000,Delete Variable,Delete Variable,1
Delete Variable,function_specific,2000,Delete Variable,Delete Variable,1
Delete Variable,tool_explicit,2000,Delete Variable,Delete Variable,1
Get Config,problem_oriented,2000,get_environment_config,Get Config,0
Get Config,category_aware,2000,get_configuration_and_db_stats,Get Config,0
Get Config,goal_oriented,2000,filesystem,Get Config,0
Get Config,function_specific,2000,filesystem,Get Config,0
Get Config,tool_explicit,2000,Get Config,Get Config,1
Get Connection,problem_oriented,2000,get_connection_string,Get Connection,0
Get Connection,category_aware,2000,Get Connection,Get Connection,1
Get Connection,goal_oriented,2000,get_connection_string,Get Connection,0
Get Connection,function_specific,2000,Get Connection,Get Connection,1
Get Connection,tool_explicit,2000,Get Connection,Get Connection,1
Get DAG Dataset Queued Event,problem_oriented,2000,get_job_status,Get DAG Dataset Queued Event,0
Get DAG Dataset Queued Event,goal_oriented,2000,Get DAG Dataset Queued Event,Get DAG Dataset Queued Event,1
Get DAG Dataset Queued Event,function_specific,2000,Get DAG Dataset Queued Event,Get DAG Dataset Queued Event,1
Get DAG Dataset Queued Event,category_aware,2000,Get DAG Dataset Queued Event,Get DAG Dataset Queued Event,1
Get DAG Dataset Queued Events,problem_oriented,2000,list_tasks,Get DAG Dataset Queued Events,0
Get DAG Dataset Queued Event,tool_explicit,2000,Get DAG Dataset Queued Event,Get DAG Dataset Queued Event,1
Get DAG Dataset Queued Events,goal_oriented,2000,Get DAG Dataset Queued Events,Get DAG Dataset Queued Events,1
Get DAG Dataset Queued Events,category_aware,2000,Get Dataset Queued Events,Get DAG Dataset Queued Events,0
Get DAG Dataset Queued Events,tool_explicit,2000,Get DAG Dataset Queued Events,Get DAG Dataset Queued Events,1
Get DAG Dataset Queued Events,function_specific,2000,Get DAG Dataset Queued Events,Get DAG Dataset Queued Events,1
Get DAG Details,goal_oriented,2000,smart_search_internal_knowledge,Get DAG Details,0
Get DAG Details,problem_oriented,2000,smart_search_internal_knowledge,Get DAG Details,0
Get DAG Details,category_aware,2000,Get DAG Details,Get DAG Details,1
Get DAG Details,function_specific,2000,Get DAG Details,Get DAG Details,1
Get DAG Details,tool_explicit,2000,Get DAG Details,Get DAG Details,1
Get DAG Run Details,goal_oriented,2000,list_workflows,Get DAG Run Details,0
Get DAG Run Details,problem_oriented,2000,get_workflow_run,Get DAG Run Details,0
Get DAG Run Details,category_aware,2000,get_workflow,Get DAG Run Details,0
Get DAG Run Details,function_specific,2000,Get DAG Run Details,Get DAG Run Details,1
Get DAG Run Details,tool_explicit,2000,Get DAG Run Details,Get DAG Run Details,1
Get DAG Runs Batch,problem_oriented,2000,Get Projects,Get DAG Runs Batch,0
Get DAG Runs Batch,goal_oriented,2000,list_workflows,Get DAG Runs Batch,0
Get DAG Runs Batch,function_specific,2000,Get DAG Runs Batch,Get DAG Runs Batch,1
Get DAG Runs Batch,category_aware,2000,pipelines_list,Get DAG Runs Batch,0
Get DAG Runs Batch,tool_explicit,2000,Get DAG Runs Batch,Get DAG Runs Batch,1
